synonym,standard_id,type
SU-DHL-6,CVCL_2206,cell
SU-DHL-8,CVCL_2207,cell
SU-DHL-9,CVCL_4379,cell
SU-DIPG-IV,CVCL_IT39,cell
SU-DIPG-VI,CVCL_IT40,cell
SU-DIPG-XIII,CVCL_IT41,cell
SU.86.86,CVCL_3881,cell
SU8686,CVCL_3881,cell
SUDHL10,CVCL_1889,cell
SUDHL16,CVCL_1890,cell
SUDHL4,CVCL_0539,cell
SUDHL5,CVCL_1735,cell
SUDHL6,CVCL_2206,cell
SUDHL8,CVCL_2207,cell
SUIT-2,CVCL_3172,cell
SUIT2,CVCL_3172,cell
SUM149PT,CVCL_3422,cell
SUM159PT,CVCL_5423,cell
SUM190,CVCL_3423,cell
SUM225,CVCL_5593,cell
SUM229PE,CVCL_5594,cell
SUM52PE,CVCL_3425,cell
SUP-B15,CVCL_0103,cell
SUP-B8,CVCL_1713,cell
SUP-HD1,CVCL_2208,cell
SUP-M2,CVCL_2209,cell
SUP-T1,CVCL_1714,cell
SUP-T11,CVCL_2210,cell
SUPM2,CVCL_2209,cell
SUPT1,CVCL_1714,cell
SW 1088,CVCL_1715,cell
SW 1271,CVCL_1716,cell
SW 1353,CVCL_0543,cell
SW 1573,CVCL_1720,cell
SW 1783,CVCL_1722,cell
SW 1990,CVCL_1723,cell
SW 684,CVCL_1726,cell
SW 780,CVCL_1728,cell
SW 900,CVCL_1731,cell
SW 982,CVCL_1734,cell
SW-1710,CVCL_1721,cell
SW1088,CVCL_1715,cell
SW1116,CVCL_0544,cell
SW1271,CVCL_1716,cell
SW13,CVCL_0542,cell
SW1353,CVCL_0543,cell
SW1417,CVCL_1717,cell
SW1463,CVCL_1718,cell
SW156,CVCL_1719,cell
SW1573,CVCL_1720,cell
SW1710,CVCL_1721,cell
SW1783,CVCL_1722,cell
SW1990,CVCL_1723,cell
SW403,CVCL_0545,cell
SW48,CVCL_1724,cell
SW480,CVCL_0546,cell
SW579,CVCL_3603,cell
SW620,CVCL_0547,cell
SW626,CVCL_1725,cell
SW684,CVCL_1726,cell
SW756,CVCL_1727,cell
SW780,CVCL_1728,cell
SW837,CVCL_1729,cell
SW872,CVCL_1730,cell
SW900,CVCL_1731,cell
SW948,CVCL_0632,cell
SW954,CVCL_1732,cell
SW962,CVCL_1733,cell
SW982,CVCL_1734,cell
SYO-1,CVCL_7146,cell
SYO1,CVCL_7146,cell
SaOS-2,CVCL_0548,cell
Saos-2,CVCL_0548,cell
Set-2,CVCL_2187,cell
Sez-4,CVCL_8330,cell
SiHa,CVCL_0032,cell
Sq-1,CVCL_4900,cell
T-47D,CVCL_0553,cell
T-T,CVCL_1774,cell
T.T,CVCL_1774,cell
T1-73,CVCL_3605,cell
T24,CVCL_0554,cell
T24T,CVCL_M892,cell
T24T FL3,CVCL_M897,cell
T3M-10,CVCL_8067,cell
T3M-4,CVCL_4056,cell
T3M10,CVCL_8067,cell
T3M4,CVCL_4056,cell
T47D,CVCL_0553,cell
T84,CVCL_0555,cell
T98G,CVCL_0556,cell
TALL-1,CVCL_1736,cell
TANOUE,CVCL_1852,cell
TC-32,CVCL_7151,cell
TC-71,CVCL_2213,cell
TC-YIK,CVCL_1737,cell
TC138,CVCL_4Z30,cell
TC205,CVCL_4Z31,cell
TC248,CVCL_4Z35,cell
TC32,CVCL_7151,cell
TC587,CVCL_ZV62,cell
TC71,CVCL_2213,cell
TCC-PAN2,CVCL_3178,cell
TCCPAN2,CVCL_3178,cell
TCCSUP,CVCL_1738,cell
TDOTT,CVCL_3174,cell
TE 125.T,CVCL_1740,cell
TE 159.T,CVCL_1743,cell
TE 441.T,CVCL_1754,cell
TE 617.T,CVCL_1755,cell
TE-1,CVCL_1759,cell
TE-10,CVCL_1760,cell
TE-11,CVCL_1761,cell
TE-12,CVCL_1762,cell
TE-14,CVCL_3336,cell
TE-15,CVCL_1763,cell
TE-4,CVCL_3337,cell
TE-441-T,CVCL_1754,cell
TE-5,CVCL_1764,cell
TE-6,CVCL_1765,cell
TE-8,CVCL_1766,cell
TE-9,CVCL_1767,cell
TE1,CVCL_1759,cell
TE10,CVCL_1760,cell
TE11,CVCL_1761,cell
TE14,CVCL_3336,cell
TE4,CVCL_3337,cell
TE5,CVCL_1764,cell
TE6,CVCL_1765,cell
TE8,CVCL_1766,cell
TE9,CVCL_1767,cell
TEN,CVCL_E063,cell
TF-1,CVCL_0559,cell
TF1,CVCL_0559,cell
TFK1,CVCL_2214,cell
TGBC11TKB,CVCL_1768,cell
TGBC1TKB,CVCL_1769,cell
TGBC24TKB,CVCL_1770,cell
TGW,CVCL_1771,cell
THP-1,CVCL_0006,cell
THP1,CVCL_0006,cell
TIG-3 TD,CVCL_V617,cell
TK10,CVCL_1773,cell
TLBR-1,CVCL_L177,cell
TM-31,CVCL_6735,cell
TM31,CVCL_6735,cell
TM87,CVCL_8001,cell
TMD8,CVCL_A442,cell
TMK-1,CVCL_4384,cell
TO 175.T,CVCL_3806,cell
TO14,CVCL_2734,cell
TOLEDO,CVCL_3611,cell
TOV-112D,CVCL_3612,cell
TOV-21G,CVCL_3613,cell
TOV112D,CVCL_3612,cell
TOV21G,CVCL_3613,cell
TR146,CVCL_2736,cell
TT,CVCL_1774,cell
TT2609-C02,CVCL_2218,cell
TT2609C02,CVCL_2218,cell
TTC-442,CVCL_B255,cell
TTC-516,CVCL_8004,cell
TTC1240,CVCL_8002,cell
TTC442,CVCL_B255,cell
TTC466,CVCL_A444,cell
TTC475,CVCL_IW46,cell
TTC547,CVCL_7152,cell
TTC549,CVCL_8005,cell
TTC642,CVCL_8006,cell
TTC709,CVCL_8007,cell
TUHR10TKB,CVCL_5952,cell
TUHR14TKB,CVCL_5953,cell
TUHR4TKB,CVCL_5957,cell
TUOC1,CVCL_L700,cell
TUR,CVCL_1775,cell
TYK-nu,CVCL_1776,cell
TYKNU,CVCL_1776,cell
Thomas,CVCL_UB96,cell
Toledo,CVCL_3611,cell
U-118 MG,CVCL_0633,cell
U-118-MG,CVCL_0633,cell
U-138 MG,CVCL_0020,cell
U-178,CVCL_A758,cell
U-2 OS,CVCL_0042,cell
U-2-OS,CVCL_0042,cell
U-251 MG,CVCL_0021,cell
U-266,CVCL_0566,cell
U-698-M,CVCL_0017,cell
U-87 MG,CVCL_0022,cell
U-87-MG,CVCL_0022,cell
U-87MG ATCC,CVCL_0022,cell
U-937,CVCL_0007,cell
U-BLC1,CVCL_2738,cell
U-CH2,CVCL_4989,cell
U031,CVCL_1911,cell
U118MG,CVCL_0633,cell
U251,CVCL_0021,cell
U251MG,CVCL_0021,cell
U266B1,CVCL_0566,cell
U2904,CVCL_X504,cell
U2932,CVCL_1896,cell
U2940,CVCL_1897,cell
U2OS,CVCL_0042,cell
U343,CVCL_4773,cell
U698M,CVCL_0017,cell
U87MG,CVCL_0022,cell
U937,CVCL_0007,cell
UACC-257,CVCL_1779,cell
UACC-62,CVCL_1780,cell
UACC-812,CVCL_1781,cell
UACC-893,CVCL_1782,cell
UACC257,CVCL_1779,cell
UACC62,CVCL_1780,cell
UACC732,CVCL_4050,cell
UACC812,CVCL_1781,cell
UACC893,CVCL_1782,cell
UBLC1,CVCL_2738,cell
UCH2,CVCL_4989,cell
UHO1,CVCL_2220,cell
UM-SCC-17B,CVCL_7725,cell
UM-SCC-47,CVCL_7759,cell
UM-UC-1,CVCL_2743,cell
UM-UC-3,CVCL_1783,cell
UM-UC-3-LuL-2,CVCL_VL58,cell
UMC-11,CVCL_1784,cell
UMCHOR1,CVCL_1D68,cell
UMRC2,CVCL_2739,cell
UMRC6,CVCL_2741,cell
UMSCC1,CVCL_7707,cell
UMSCC10A,CVCL_7713,cell
UMSCC11B,CVCL_7716,cell
UMSCC12,CVCL_7717,cell
UMSCC14B,CVCL_7720,cell
UMSCC17A,CVCL_7724,cell
UMSCC19,CVCL_7727,cell
UMSCC22A,CVCL_7731,cell
UMSCC38,CVCL_7749,cell
UMSCC4,CVCL_7751,cell
UMSCC47,CVCL_7759,cell
UMSCC5,CVCL_7762,cell
UMSCC6,CVCL_7773,cell
UMSCC7,CVCL_7776,cell
UMSCC74A,CVCL_7779,cell
UMSCC8,CVCL_7781,cell
UMSCC81A,CVCL_7783,cell
UMUC1,CVCL_2743,cell
UMUC10,CVCL_2744,cell
UMUC11,CVCL_2745,cell
UMUC12,CVCL_S992,cell
UMUC13,CVCL_2746,cell
UMUC14,CVCL_2747,cell
UMUC15,CVCL_R742,cell
UMUC16,CVCL_2748,cell
UMUC17,CVCL_R743,cell
UMUC3,CVCL_1783,cell
UMUC5,CVCL_2750,cell
UMUC6,CVCL_2751,cell
UMUC7,CVCL_2752,cell
UMUC9,CVCL_2753,cell
UO31,CVCL_1911,cell
UOK101,CVCL_B076,cell
UOK102,CVCL_B080,cell
UOK109,CVCL_B087,cell
UOK120,CVCL_B099,cell
UOK121,CVCL_B100,cell
UOK122,CVCL_B102,cell
UOK124,CVCL_B105,cell
UOK130,CVCL_B112,cell
UOK139,CVCL_B118,cell
UOK145,CVCL_B122,cell
UOK146,CVCL_B123,cell
UOK161,CVCL_B128,cell
UOK257,CVCL_S717,cell
UOK262,CVCL_1D72,cell
UPCISCC003,CVCL_C025,cell
UPCISCC016,CVCL_C027,cell
UPCISCC125,CVCL_C054,cell
UPCISCC152,CVCL_C058,cell
UPCISCC153,CVCL_C059,cell
UPCISCC154,CVCL_2230,cell
UPN251,CVCL_DG78,cell
UT-7,CVCL_2233,cell
UW228,CVCL_8585,cell
UWB1.289,CVCL_B079,cell
UWB1289,CVCL_B079,cell
VA-ES-BJ,CVCL_1785,cell
VAESBJ,CVCL_1785,cell
VAL,CVCL_1819,cell
VCAP,CVCL_2235,cell
VCaP,CVCL_2235,cell
VM-CUB1,CVCL_1786,cell
VMCUB1,CVCL_1786,cell
VMRC-LCD,CVCL_1787,cell
VMRC-LCP,CVCL_1788,cell
VMRC-MELG,CVCL_1789,cell
VMRC-RCW,CVCL_1790,cell
VMRC-RCZ,CVCL_1791,cell
VMRCRCW,CVCL_1790,cell
VMRCRCZ,CVCL_1791,cell
WC00117A,CVCL_C275,cell
WC00119A,CVCL_6799,cell
WI-38,CVCL_0579,cell
WIL2-NS,CVCL_2761,cell
WM-115,CVCL_0040,cell
WM-266-4,CVCL_2765,cell
WM-793,CVCL_8787,cell
WM-88,CVCL_6805,cell
WM-983B,CVCL_6809,cell
WM115,CVCL_0040,cell
WM1366,CVCL_6789,cell
WM1552C,CVCL_6472,cell
WM1799,CVCL_A341,cell
WM2664,CVCL_2765,cell
WM278,CVCL_6473,cell
WM35,CVCL_0580,cell
WM793,CVCL_8787,cell
WM793B,CVCL_8787,cell
WM88,CVCL_6805,cell
WM983B,CVCL_6809,cell
WSU-DLCL2,CVCL_1902,cell
WSU-NHL,CVCL_1793,cell
WSUDLCL2,CVCL_1902,cell
WSUFSCCL,CVCL_1903,cell
WSUNHL,CVCL_1793,cell
WT97,CVCL_K231,cell
Wittier,CVCL_M734,cell
XG-1,CVCL_4797,cell
XG-6,CVCL_A771,cell
Y79,CVCL_1893,cell
YAMATO,CVCL_6C44,cell
YAPC,CVCL_1794,cell
YD-10B,CVCL_8929,cell
YD-15,CVCL_8930,cell
YD-38,CVCL_L083,cell
YD-8,CVCL_L079,cell
YD10B,CVCL_8929,cell
YD15,CVCL_8930,cell
YD38,CVCL_L083,cell
YD8,CVCL_L079,cell
YH-13,CVCL_1795,cell
YH13,CVCL_1795,cell
YKG-1,CVCL_1796,cell
YKG1,CVCL_1796,cell
YMB-1,CVCL_2814,cell
YMB-1-E,CVCL_2815,cell
YSCCC,CVCL_3629,cell
YT,CVCL_1797,cell
ZR-75-1,CVCL_0588,cell
ZR-75-30,CVCL_1661,cell
ZR751,CVCL_0588,cell
ZR7530,CVCL_1661,cell
ZR75T,CVCL_IW49,cell
delta-47,CVCL_2887,cell
huH-1,CVCL_2956,cell
no-10,CVCL_3075,cell
no-11,CVCL_3076,cell
122758,444795,drug
125973,36314,drug
17-AAG,6505803,drug
174939,300471,drug
19893,3385,drug
226080,5384616,drug
330507,6505803,drug
49842,6710780,drug
5-Fluorouracil,3385,drug
5-fluorouracil,3385,drug
608210,5311497,drug
628503,148124,drug
63878,6253,drug
673596,104842,drug
681239,387447,drug
7-ethyl-10-hydroxycamptothecin,104842,drug
701852,5311,drug
706995,4261,drug
715055,123631,drug
732517,3062316,drug
740,126941,drug
741078,10127622,drug
745750,208908,drug
747599,644241,drug
750691,10184653,drug
751249,11977753,drug
752840,11960529,drug
753686,23725625,drug
755385,17755052,drug
755770,9826528,drug
755775,42642645,drug
755983,11364421,drug
755986,24776445,drug
756236,9943465,drug
756642,4261,drug
756652,11640390,drug
756663,11404337,drug
756876,11433190,drug
757148,11152667,drug
757438,24180719,drug
757441,6450551,drug
758246,11707110,drug
758247,5330286,drug
758871,25262965,drug
759659,24978538,drug
760843,11667893,drug
761217,46883536,drug
763371,25126798,drug
764043,46907787,drug
764134,44462760,drug
765436,44632017,drug
766908,1401,drug
767125,44819241,drug
767951,25124816,drug
772196,126565,drug
774829,46943432,drug
777194,6914657,drug
777448,71271629,drug
782153,462382,drug
787962,5278396,drug
799349,44137675,drug
800085,11977753,drug
800955,5494449,drug
AZD6244,10127622,drug
AZD6482,44137675,drug
AZD7762,11152667,drug
AZD8055,25262965,drug
Afatinib,10184653,drug
Avagacestat,46883536,drug
Axitinib,6450551,drug
BI-2536,11364421,drug
Bortezomib,387447,drug
Bosutinib,5328940,drug
Cytarabine,6253,drug
Dabrafenib,44462760,drug
Dactolisib,11977753,drug
Daporinad,6914657,drug
Dasatinib,3062316,drug
Docetaxel,148124,drug
Elesclomol,300471,drug
Entinostat,4261,drug
FK-866,6914657,drug
Foretinib,42642645,drug
GDC-0941,17755052,drug
GSK1904529A,25124816,drug
GW-441756,9943465,drug
GW441756,9943465,drug
Gefitinib,123631,drug
I-BET-762,46943432,drug
JQ1,46907787,drug
JQ1-(+),46907787,drug
KU-55933,5278396,drug
Lapatinib,208908,drug
Lestaurtinib,126565,drug
Linsitinib,11640390,drug
MG-132,462382,drug
Methotrexate,126941,drug
Motesanib,11667893,drug
NVP-BEZ235,11977753,drug
Navitoclax,24978538,drug
Nilotinib,644241,drug
Nutlin-3,11433190,drug
Nutlin-3a (-),11433190,drug
Obatoclax Mesylate,11404337,drug
Olaparib,23725625,drug
PD-0325901,9826528,drug
PD-0332991,5330286,drug
PD0325901,9826528,drug
PD173074,1401,drug
PFI-1,71271629,drug
PLX-4720,24180719,drug
PLX4720,24180719,drug
Paclitaxel,36314,drug
Palbociclib,5330286,drug
Pictilisib,17755052,drug
Rapamycin,5384616,drug
Ruxolitinib,25126798,drug
SN-38,104842,drug
Talazoparib,44819241,drug
Tanespimycin,6505803,drug
Tozasertib,5494449,drug
Trametinib,11707110,drug
Tretinoin,444795,drug
Veliparib,11960529,drug
Vinblastine,6710780,drug
Vinorelbine,5311497,drug
Vismodegib,24776445,drug
Vorinostat,5311,drug
YK-4-279,44632017,drug
afatinib,10184653,drug
avagacestat,46883536,drug
axitinib,6450551,drug
azd-6482,44137675,drug
azd-7762,11152667,drug
azd-8055,25262965,drug
bi-2536,11364421,drug
bortezomib,387447,drug
bosutinib,5328940,drug
cytarabine,6253,drug
cytarabine hydrochloride,6253,drug
dabrafenib,44462760,drug
dactolisib,11977753,drug
daporinad,6914657,drug
dasatinib,3062316,drug
docetaxel,148124,drug
elesclomol,300471,drug
entinostat,4261,drug
fluorouracil,3385,drug
foretinib,42642645,drug
gefitinib,123631,drug
gsk-1904529a,25124816,drug
gw441756x,9943465,drug
isotretinoin,444795,drug
jq1,46907787,drug
ku-55933,5278396,drug
lapatinib,208908,drug
lestaurtinib,126565,drug
linsitinib,11640390,drug
methotrexate,126941,drug
mg-132,462382,drug
molibresib,46943432,drug
motesanib,11667893,drug
navitoclax,24978538,drug
nilotinib,644241,drug
nutlin-3,11433190,drug
obatoclax,11404337,drug
olaparib,23725625,drug
paclitaxel,36314,drug
palbociclib,5330286,drug
pd-0325901,9826528,drug
pd-173074,1401,drug
pictilisib,17755052,drug
plx-4720,24180719,drug
ruxolitinib,25126798,drug
selumetinib,10127622,drug
sirolimus,5384616,drug
talazoparib,44819241,drug
tanespimycin,6505803,drug
tozasertib,5494449,drug
trametinib,11707110,drug
tretinoin,444795,drug
veliparib,11960529,drug
vinblastine,6710780,drug
vinblastine sulfate,6710780,drug
vinorelbine,5311497,drug
vinorelbine tartrate,5311497,drug
vismodegib,24776445,drug
vorinostat,5311,drug
yk-4-279,44632017,drug
